52	2,74	341	17,96	1.358	1,57	505	29,65	Grupo 5	Grupo 4	0,44	0,39	0,00	0,00	7,60
49	6,16	190	23,87	391	1,25	147	31,61	Grupo 4	Grupo 4	0,45	0,39	0,00	0,00	20,40
1.084	1,58	6.054	8,81	75.373	1,29	15.761	27,53	Grupo 1	Grupo 1	0,52	0,50	5,90	0,00	0,80
595	1,64	3.507	9,65	38.735	2,46	8.125	27,34	Grupo 1	Grupo 1	0,49	0,47	6,70	0,00	0,00
34	5,29	136	21,15	286	0,73	178	31,00	Grupo 4	Grupo 4	0,40	0,40	0,00	0,00	13,50
72	2,71	393	14,77	1.556	0,39	852	31,84	Grupo 4	Grupo 4	0,49	0,45	9,70	0,00	0,00
103	9,52	323	29,85	504	3,17	229	32,03	Grupo 5	Grupo 5	0,62	0,44	0,00	0,00	19,60
77	2,54	478	15,79	1.400	2,67	626	29,66	Grupo 5	Grupo 4	0,45	0,36	12,00	0,00	0,00
35	1,30	236	8,77	4.478	0,38	970	28,85	Grupo 1	Grupo 1	0,39	0,40	0,00	0,00	0,00
250	1,85	1.613	11,97	11.039	1,71	2.511	27,88	Grupo 3	Grupo 3	0,49	0,46	11,50	0,00	0,00
898	4,19	3.364	15,69	21.729	1,80	5.690	28,74	Grupo 2	Grupo 2	0,57	0,56	26,30	0,00	1,70
19	3,14	112	18,51	240	3,07	166	29,87	Grupo 3	Grupo 3	0,54	0,44	0,00	0,00	0,00
601	1,93	3.436	11,04	23.781	1,07	6.942	28,63	Grupo 3	Grupo 3	0,55	0,50	5,90	0,00	0,00
778	2,03	4.042	10,54	39.206	2,69	8.246	29,80	Grupo 1	Grupo 1	0,57	0,53	7,40	1,00	0,20
50	1,06	528	11,18	3.340	1,22	1.178	28,70	Grupo 3	Grupo 3	0,61	0,47	0,00	0,00	0,00
102	6,53	335	21,45	1.636	0,62	299	29,85	Grupo 4	Grupo 5	0,48	0,47	17,40	0,00	10,90
130	4,24	540	17,60	1.941	2,79	890	27,48	Grupo 4	Grupo 5	0,53	0,42	38,40	0,00	0,00
612	2,33	3.302	12,58	21.392	2,12	6.282	29,44	Grupo 4	Grupo 3	0,56	0,47	16,50	0,00	0,00
57	1,21	379	8,05	3.509	1,47	867	27,11	Grupo 3	Grupo 3	0,45	0,36	0,00	0,00	0,00
16	3,40	71	15,07	386	1,09	161	11,77	Grupo 4	Grupo 4	0,45	0,38	45,40	0,00	0,00
35	1,27	259	9,41	1.562	1,01	472	28,85	Grupo 3	Grupo 3	0,62	0,44	0,00	0,00	2,00
200	6,09	780	23,76	1.890	2,88	939	31,84	Grupo 4	Grupo 4	0,59	0,51	13,40	0,00	18,00
107	10,44	229	22,34	512	0,00	499	32,92	Grupo 4	Grupo 4	0,51	0,47	0,00	0,00	42,80
77	3,75	363	17,70	929	1,63	525	30,99	Grupo 5	Grupo 4	0,49	0,40	13,10	0,00	12,20
135	1,35	1.002	10,03	9.105	3,67	2.678	30,34	Grupo 4	Grupo 4	0,50	0,42	11,30	0,00	0,00
151	1,35	1.060	9,49	13.339	0,20	3.065	27,22	Grupo 2	Grupo 4	0,50	0,45	3,30	0,00	0,00
283	18,01	482	30,68	641	3,13	448	33,03	Grupo 3	Grupo 4	0,59	0,54	6,50	0,00	63,20
328	13,64	631	26,25	692	4,43	614	36,25	Grupo 5	Grupo 5	0,60	0,50	0,00	0,00	58,20
662	1,83	3.613	10,00	32.975	2,21	10.705	28,64	Grupo 3	Grupo 2	0,57	0,48	8,60	0,00	0,00
305	3,62	1.267	15,06	3.972	2,50	2.477	29,08	Grupo 4	Grupo 4	0,46	0,40	35,60	0,00	0,00
2.407	3,35	10.641	14,82	258.584	2,24	16.038	28,75	Grupo 1	Grupo 2	0,67	0,61	26,60	0,80	0,00
164	2,58	975	15,35	6.645	1,48	1.664	30,02	Grupo 4	Grupo 3	0,50	0,41	2,90	0,00	0,90
359	2,02	1.922	10,83	17.043	2,33	3.494	28,92	Grupo 3	Grupo 4	0,52	0,50	13,30	0,00	0,00
2.352	2,14	10.592	9,64	129.238	3,06	26.428	28,51	Grupo 1	Grupo 1	0,58	0,55	9,50	1,50	0,00
547	2,31	3.087	13,02	24.496	1,50	4.029	29,06	Grupo 3	Grupo 3	0,56	0,51	9,30	0,00	0,60
16	1,86	106	12,30	816	1,99	371	29,30	Grupo 2	Grupo 3	0,38	0,38	11,00	0,00	0,00
94	2,69	538	15,40	2.295	1,65	775	32,27	Grupo 4	Grupo 3	0,53	0,45	0,00	0,00	0,00
560	3,85	2.211	15,21	12.769	1,92	2.987	30,57	Grupo 2	Grupo 2	0,51	0,48	24,30	16,50	0,00
29	1,21	217	9,07	1.563	0,98	605	27,80	Grupo 3	Grupo 3	0,49	0,43	0,00	0,00	0,00
398	1,12	3.045	8,55	37.893	1,96	9.295	27,09	Grupo 3	Grupo 3	0,52	0,42	3,30	0,00	0,00
500	5,95	1.870	22,26	4.080	2,28	2.598	31,27	Grupo 4	Grupo 5	0,51	0,53	17,70	0,00	4,20
146	3,52	730	17,59	5.298	3,98	1.099	29,52	Grupo 2	Grupo 2	0,58	0,44	28,60	0,00	0,00
47	1,42	298	9,00	4.346	0,73	647	28,88	Grupo 3	Grupo 3	0,45	0,42	0,00	0,00	0,00
145	4,58	574	18,14	1.653	4,93	998	32,39	Grupo 4	Grupo 4	0,61	0,46	13,20	0,00	7,60
350	2,37	1.758	11,93	21.127	1,34	2.926	28,10	Grupo 2	Grupo 1	0,51	0,49	19,40	0,00	0,50
157	2,57	799	13,06	4.531	2,28	680	29,05	Grupo 3	Grupo 3	0,49	0,41	19,40	0,00	0,00
155	15,64	312	31,48	544	1,70	287	32,89	Grupo 5	Grupo 4	0,59	0,44	42,70	0,00	33,40
6	2,51	31	12,97	1.760	5,35	82	25,50	Grupo 3	Grupo 3	0,54	0,40	0,00	0,00	0,00
21	1,67	147	11,70	1.342	0,58	457	30,64	Grupo 2	Grupo 2	0,48	0,38	10,20	0,00	6,30
103	2,16	706	14,79	2.961	1,65	1.442	29,20	Grupo 4	Grupo 3	0,50	0,42	15,30	0,00	1,30
18	2,57	110	15,69	763	0,61	138	30,25	Grupo 5	Grupo 3	0,40	0,39	12,10	0,00	0,00
870	2,12	4.271	10,39	41.382	2,16	8.861	29,30	Grupo 2	Grupo 2	0,54	0,54	12,80	0,00	0,30
838	1,87	4.896	10,94	42.578	3,01	8.987	28,31	Grupo 2	Grupo 4	0,53	0,52	9,40	0,00	0,30
33	2,08	178	11,21	629	1,47	388	30,40	Grupo 4	Grupo 3	0,47	0,43	40,90	0,00	0,00
20	2,47	126	15,54	2.733	4,03	258	28,84	Grupo 1	Grupo 3	0,44	0,39	79,70	0,00	0,00
162	2,54	732	11,46	4.525	2,48	1.191	28,74	Grupo 4	Grupo 3	0,42	0,44	18,00	0,00	1,40
137	2,03	844	12,53	7.461	0,88	1.825	29,98	Grupo 4	Grupo 5	0,54	0,41	17,00	0,00	0,00
551	10,00	1.592	28,88	3.891	1,51	1.425	33,94	Grupo 5	Grupo 5	0,51	0,50	45,40	0,00	12,70
119	2,29	657	12,66	2.807	3,32	1.100	28,99	Grupo 4	Grupo 4	0,56	0,44	3,50	0,00	0,00
45	3,28	182	13,26	1.744	0,68	373	30,05	Grupo 1	Grupo 1	0,45	0,46	13,00	0,00	0,00
64	4,64	282	20,43	835	2,57	328	30,43	Grupo 4	Grupo 5	0,43	0,40	23,40	0,00	8,10
288	2,42	1.545	12,97	14.695	2,72	2.763	29,22	Grupo 2	Grupo 2	0,46	0,42	16,60	0,00	0,80
801	3,23	3.232	13,01	22.263	1,99	6.580	28,96	Grupo 2	Grupo 2	0,52	0,50	9,80	0,80	1,30
368	4,06	1.603	17,68	5.571	1,99	2.158	29,54	Grupo 5	Grupo 4	0,54	0,52	5,30	0,00	13,60
343	6,03	1.398	24,57	2.134	2,26	2.034	31,99	Grupo 5	Grupo 3	0,59	0,50	0,00	0,00	16,30
127	2,37	887	16,58	3.696	3,25	1.315	30,23	Grupo 4	Grupo 5	0,56	0,46	9,80	0,00	1,10
51	3,67	184	13,24	358	1,08	436	30,59	Grupo 4	Grupo 4	0,41	0,37	19,10	0,00	0,00
781	3,07	3.203	12,60	23.586	0,72	4.774	27,36	Grupo 1	Grupo 1	0,49	0,47	11,10	2,50	0,90
111	6,84	375	23,12	541	5,17	463	28,92	Grupo 4	Grupo 4	0,48	0,45	0,00	0,00	55,80
656	3,40	2.842	14,75	41.352	3,50	3.650	28,23	Grupo 2	Grupo 2	0,54	0,43	20,00	4,50	0,00
828	9,77	2.101	24,79	5.659	1,63	3.317	33,15	Grupo 4	Grupo 4	0,53	0,47	19,60	0,00	26,70
59	1,90	372	11,98	1.373	0,34	775	28,67	Grupo 4	Grupo 4	0,50	0,40	13,90	0,00	0,00
286	3,97	1.157	16,05	4.842	2,89	1.487	30,62	Grupo 3	Grupo 3	0,52	0,40	27,90	0,00	1,10
111	6,14	421	23,29	843	2,46	466	31,65	Grupo 5	Grupo 5	0,49	0,53	24,10	0,00	0,00
5.855	1,68	28.701	8,24	436.561	4,05	75.460	27,48	Grupo 2	Grupo 2	0,57	0,56	5,40	7,80	0,00
584	2,66	2.604	11,86	13.560	3,33	4.589	28,09	Grupo 1	Grupo 1	0,50	0,43	19,40	0,00	0,00
500	3,50	2.380	16,64	12.474	2,85	2.846	28,87	Grupo 2	Grupo 2	0,54	0,59	24,00	0,00	0,00
76	5,10	325	21,81	637	2,10	347	32,66	Grupo 4	Grupo 3	0,56	0,43	18,70	0,00	9,70
337	9,15	826	22,43	1.410	2,68	1.067	33,25	Grupo 4	Grupo 3	0,58	0,49	26,50	0,00	11,20
93	7,72	355	29,46	773	1,63	460	31,20	Grupo 5	Grupo 5	0,39	0,43	50,50	0,00	0,00
347	3,61	1.561	16,22	5.103	1,82	3.231	29,71	Grupo 3	Grupo 4	0,52	0,41	12,80	0,00	0,60
10	1,15	67	7,72	664	1,16	156	31,26	Grupo 4	Grupo 4	0,44	0,48	0,00	0,00	0,00
54	4,43	259	21,26	899	3,83	349	32,65	Grupo 5	Grupo 5	0,39	0,40	31,60	0,00	0,00
1.186	8,72	3.283	24,14	7.661	1,27	4.003	31,80	Grupo 4	Grupo 4	0,59	0,50	15,00	0,00	12,70
260	4,96	1.089	20,78	3.648	3,47	1.177	29,84	Grupo 4	Grupo 3	0,49	0,40	32,30	0,00	0,00
297	2,12	1.585	11,33	15.305	2,71	3.926	29,00	Grupo 4	Grupo 2	0,49	0,46	12,80	2,10	0,00
1.266	3,96	4.841	15,16	22.322	2,33	8.523	29,90	Grupo 2	Grupo 2	0,54	0,50	21,60	0,00	0,90
3.538	3,26	15.997	14,73	45.284	3,85	28.736	29,12	Grupo 4	Grupo 4	0,45	0,46	19,70	5,80	0,00
149	3,60	723	17,49	1.385	3,18	1.257	31,05	Grupo 3	Grupo 3	0,55	0,42	5,00	0,00	0,00
224	2,68	1.263	15,09	6.581	3,06	3.168	28,91	Grupo 5	Grupo 5	0,54	0,49	6,80	0,00	0,00
33	3,94	174	20,79	486	0,52	279	30,63	Grupo 3	Grupo 3	0,55	0,43	0,00	0,00	13,10
356	6,41	1.093	19,69	3.345	0,92	2.033	29,66	Grupo 2	Grupo 2	0,53	0,46	6,70	0,00	23,10
442	1,19	3.002	8,05	40.126	1,88	8.198	28,35	Grupo 3	Grupo 3	0,53	0,46	8,90	0,00	0,00
27	1,21	189	8,44	1.012	1,58	517	28,00	Grupo 4	Grupo 4	0,42	0,43	0,00	0,00	0,00
46	1,76	233	8,91	2.319	1,27	352	30,08	Grupo 4	Grupo 4	0,47	0,42	0,00	0,00	0,00
148	2,68	824	14,90	5.008	1,83	1.826	30,99	Grupo 4	Grupo 4	0,50	0,43	25,90	0,00	0,00
84	0,69	842	6,91	12.281	0,43	2.677	27,28	Grupo 3	Grupo 3	0,51	0,42	0,00	0,00	0,00
124	2,77	682	15,26	3.393	3,73	1.137	28,75	Grupo 4	Grupo 3	0,47	0,43	27,50	0,00	0,00
118	2,67	525	11,90	2.901	2,07	921	29,07	Grupo 5	Grupo 3	0,48	0,40	21,20	0,00	0,00
127	3,42	615	16,58	2.092	1,35	927	31,46	Grupo 4	Grupo 5	0,51	0,47	5,30	0,00	2,10
37	1,71	254	11,76	3.585	1,95	699	29,61	Grupo 3	Grupo 3	0,42	0,37	10,60	0,00	0,00
147	2,77	767	14,44	5.290	1,66	1.021	28,99	Grupo 1	Grupo 2	0,55	0,46	11,90	0,00	0,00
74	4,09	289	15,98	3.459	0,83	529	28,99	Grupo 2	Grupo 2	0,57	0,40	0,00	0,00	0,00
228	3,19	1.167	16,32	5.928	3,32	1.605	29,69	Grupo 3	Grupo 3	0,53	0,43	29,60	0,00	3,20
163	3,13	729	14,00	3.327	2,44	1.160	32,26	Grupo 5	Grupo 4	0,56	0,49	21,40	0,00	6,00
100	1,56	604	9,42	9.561	3,31	1.678	28,57	Grupo 1	Grupo 1	0,48	0,44	6,50	0,00	0,00
43	2,53	240	14,14	905	1,64	487	27,85	Grupo 3	Grupo 4	0,52	0,39	0,00	0,00	0,00
151	9,28	427	26,24	665	0,92	653	31,18	Grupo 4	Grupo 5	0,55	0,45	0,00	0,00	22,70
40	3,30	161	13,27	1.053	3,04	263	30,05	Grupo 4	Grupo 4	0,51	0,48	0,00	0,00	0,00
404	2,27	1.738	9,78	10.772	1,96	4.329	28,00	Grupo 3	Grupo 3	0,47	0,42	4,90	1,30	0,00
78	3,04	343	13,37	2.263	2,12	476	30,86	Grupo 3	Grupo 3	0,50	0,40	0,00	0,00	6,00
1.950	3,30	7.528	12,75	76.692	2,49	13.346	28,53	Grupo 2	Grupo 2	0,60	0,57	22,90	0,70	0,00
187	2,03	1.070	11,61	8.806	1,88	2.254	28,51	Grupo 4	Grupo 2	0,50	0,42	15,70	0,00	0,00
67	2,86	376	16,06	1.539	1,82	316	28,84	Grupo 3	Grupo 3	0,52	0,48	0,00	0,00	6,70
28	3,59	121	15,53	388	2,07	237	28,22	Grupo 4	Grupo 4	0,63	0,43	0,00	0,00	16,50
1.010	4,37	3.697	15,99	18.569	2,36	5.935	29,56	Grupo 5	Grupo 2	0,55	0,53	13,40	0,00	1,40
1.452	3,98	5.502	15,09	40.928	1,95	9.348	28,24	Grupo 2	Grupo 2	0,47	0,45	1,80	31,00	0,00
836	11,88	2.024	28,75	1.921	1,95	2.113	30,54	Grupo 5	Grupo 4	0,54	0,54	5,60	0,00	39,80
195	2,04	1.145	11,98	9.520	1,40	2.069	28,36	Grupo 1	Grupo 2	0,54	0,45	7,90	0,00	3,40
3.955	3,37	17.003	14,49	111.520	3,16	25.972	27,71	Grupo 2	Grupo 2	0,46	0,43	10,40	10,60	0,00
16	2,72	78	13,24	363	0,00	163	31,75	Grupo 5	Grupo 4	0,45	0,37	0,00	0,00	0,00
105	2,93	587	16,38	2.017	1,39	948	28,58	Grupo 4	Grupo 3	0,50	0,48	4,00	0,00	8,00
71	2,93	342	14,10	629	0,50	619	29,75	Grupo 3	Grupo 3	0,44	0,38	44,20	0,00	0,00
176	2,31	1.037	13,61	6.091	3,31	2.158	31,58	Grupo 4	Grupo 4	0,51	0,46	14,70	0,00	0,00
12	1,65	92	12,62	319	0,00	237	30,89	Grupo 3	Grupo 3	0,48	0,36	0,00	0,00	0,00
52	1,83	298	10,50	2.021	0,00	888	29,62	Grupo 3	Grupo 3	0,46	0,37	0,00	0,00	0,00
217	1,52	1.370	9,61	10.992	1,81	4.065	28,84	Grupo 4	Grupo 3	0,59	0,44	5,50	0,00	0,50
87	2,16	610	15,14	2.209	1,70	1.047	30,63	Grupo 3	Grupo 3	0,50	0,43	0,00	0,00	0,00
63	2,64	280	11,75	1.833	2,38	293	26,96	Grupo 3	Grupo 4	0,48	0,39	25,70	0,00	0,00
70	3,47	381	18,88	766	1,21	631	31,96	Grupo 5	Grupo 3	0,52	0,53	0,00	0,00	3,30
575	13,50	1.180	27,71	2.115	2,70	1.394	35,36	Grupo 4	Grupo 4	0,60	0,49	8,20	0,00	49,00
131	2,96	691	15,62	4.781	2,71	1.334	28,51	Grupo 1	Grupo 1	0,50	0,42	9,30	0,00	2,60
8	0,80	72	7,24	538	1,51	245	27,48	Grupo 3	Grupo 3	0,37	0,33	0,00	0,00	0,00
14	1,75	76	9,49	381	0,00	104	29,57	Grupo 3	Grupo 5	0,48	0,36	0,00	0,00	0,00
3.106	4,55	12.414	18,20	44.988	3,22	15.757	28,97	Grupo 2	Grupo 2	0,45	0,45	23,50	11,10	0,00
1.035	5,71	3.449	19,04	8.350	2,93	4.206	29,86	Grupo 4	Grupo 4	0,53	0,50	21,50	0,00	0,90
26	2,56	171	16,83	339	2,71	265	30,36	Grupo 3	Grupo 4	0,76	0,38	0,00	0,00	6,10
165	3,55	737	15,86	3.808	1,51	1.048	28,63	Grupo 2	Grupo 2	0,51	0,45	46,30	0,00	0,00
232	1,78	1.428	10,99	12.654	2,09	3.445	28,63	Grupo 4	Grupo 3	0,48	0,57	4,00	0,00	1,60
33	2,52	229	17,48	536	2,67	392	30,21	Grupo 4	Grupo 3	0,46	0,38	8,10	0,00	0,00
50	1,72	392	13,47	1.841	1,45	678	27,14	Grupo 5	Grupo 4	0,40	0,41	10,00	0,00	0,00
27	3,38	150	18,77	402	0,98	174	29,79	Grupo 4	Grupo 4	0,53	0,43	0,00	0,00	11,40
36	1,32	326	11,93	3.184	1,11	671	29,46	Grupo 3	Grupo 3	0,48	0,39	11,70	0,00	0,00
273	9,21	735	24,81	749	1,48	973	31,43	Grupo 5	Grupo 5	0,50	0,45	23,60	0,00	36,70
156	3,18	818	16,69	3.803	2,62	1.308	30,81	Grupo 3	Grupo 3	0,54	0,43	5,90	0,00	4,80
17	0,92	151	8,15	1.068	0,61	313	31,21	Grupo 3	Grupo 3	0,48	0,41	0,00	0,00	0,00
319	1,46	2.124	9,73	17.113	3,43	5.717	28,86	Grupo 3	Grupo 3	0,54	0,49	5,40	0,00	0,00
16	3,11	127	24,71	332	1,07	108	31,52	Grupo 3	Grupo 3	0,58	0,40	0,00	0,00	0,00
2.362	4,88	9.357	19,34	21.876	2,41	12.513	28,44	Grupo 5	Grupo 5	0,46	0,43	31,70	4,50	1,40
26	4,18	118	18,97	284	0,69	228	31,48	Grupo 3	Grupo 3	0,46	0,40	0,00	0,00	0,00
16	1,48	123	11,35	488	3,87	290	30,18	Grupo 3	Grupo 4	0,50	0,37	0,00	0,00	0,00
105	2,73	539	14,03	2.842	1,13	908	28,61	Grupo 4	Grupo 5	0,51	0,41	24,80	0,00	0,00
63	6,69	173	18,37	498	3,41	381	31,38	Grupo 5	Grupo 4	0,44	0,46	0,00	0,00	0,00
1.856	1,90	9.944	10,17	92.035	1,84	22.508	28,96	Grupo 3	Grupo 3	0,51	0,46	6,40	0,00	0,00
2.737	6,23	9.450	21,51	9.289	4,21	9.716	29,87	Grupo 5	Grupo 5	0,45	0,40	58,30	3,70	0,20
1.617	4,46	6.092	16,80	14.126	4,30	10.916	27,57	Grupo 5	Grupo 5	0,46	0,44	29,60	7,30	0,90
10	1,08	75	8,09	849	0,50	221	29,49	Grupo 3	Grupo 4	0,41	0,37	0,00	0,00	0,00
67	2,84	474	20,06	1.415	3,06	685	30,37	Grupo 4	Grupo 5	0,54	0,42	0,00	0,00	7,20
401	2,97	1.974	14,64	11.774	1,88	3.512	29,98	Grupo 3	Grupo 4	0,53	0,50	5,40	0,00	2,30
25	1,96	170	13,32	465	3,45	317	29,22	Grupo 4	Grupo 3	0,55	0,42	0,00	0,00	0,00
36	2,70	157	11,78	3.236	1,27	241	28,94	Grupo 2	Grupo 2	0,46	0,35	0,00	0,00	0,00
79	2,19	441	12,23	1.750	1,45	960	28,73	Grupo 3	Grupo 3	0,55	0,45	0,00	0,00	5,30
140	4,61	508	16,73	1.150	0,57	806	28,18	Grupo 4	Grupo 4	0,55	0,45	2,20	0,00	5,20
28	1,97	193	13,58	1.020	1,55	354	30,78	Grupo 3	Grupo 3	0,52	0,52	0,00	0,00	0,00
81	2,50	448	13,81	1.628	1,56	711	29,50	Grupo 4	Grupo 4	0,47	0,38	10,00	0,00	0,00
68	4,02	360	21,29	539	1,05	379	32,07	Grupo 4	Grupo 5	0,54	0,40	25,70	0,00	6,10
308	2,57	1.486	12,40	12.745	2,16	2.054	28,29	Grupo 1	Grupo 2	0,52	0,53	15,70	0,00	0,50
108	1,88	672	11,73	3.172	1,98	1.487	27,18	Grupo 4	Grupo 3	0,52	0,41	7,00	0,00	0,00
910	16,79	1.650	30,44	2.020	3,30	1.848	32,96	Grupo 5	Grupo 5	0,69	0,55	0,00	0,00	60,30
324	5,36	1.061	17,54	4.028	1,98	2.065	31,39	Grupo 5	Grupo 4	0,53	0,49	45,20	0,00	0,00
71	2,49	481	16,89	1.296	2,00	724	30,95	Grupo 4	Grupo 4	0,51	0,42	0,00	0,00	7,80
115	3,63	527	16,64	2.168	3,03	668	30,38	Grupo 4	Grupo 4	0,48	0,42	36,00	0,00	0,00
28	3,97	121	17,16	285	4,35	242	31,76	Grupo 3	Grupo 3	0,51	0,40	0,00	0,00	0,00
99	5,09	377	19,38	1.355	1,10	725	30,93	Grupo 4	Grupo 5	0,57	0,48	36,20	0,00	4,60
185	1,85	1.367	13,66	6.597	0,41	2.341	29,71	Grupo 3	Grupo 4	0,51	0,43	13,50	0,00	0,00
287	3,70	1.329	17,13	7.189	2,65	2.244	29,63	Grupo 1	Grupo 1	0,59	0,47	22,30	0,00	0,90
1.193	3,49	4.910	14,36	31.364	2,18	7.774	28,66	Grupo 2	Grupo 2	0,57	0,54	7,60	0,00	2,80
121	3,28	699	18,95	2.207	3,68	756	23,85	Grupo 4	Grupo 4	0,50	0,44	7,60	0,00	3,70
342	3,22	1.642	15,46	7.649	2,72	2.529	28,68	Grupo 4	Grupo 3	0,50	0,43	26,50	0,00	0,00
3.944	4,64	13.887	16,34	52.348	4,15	20.744	29,18	Grupo 2	Grupo 2	0,51	0,50	6,50	22,50	0,00
16.625	4,61	55.163	15,30	354.409	2,92	83.769	28,52	Grupo 2	Grupo 2	0,52	0,51	15,10	13,70	0,00
87	4,26	328	16,05	1.645	0,93	739	30,43	Grupo 3	Grupo 4	0,49	0,53	11,60	0,00	5,40
45	2,93	323	21,04	547	14,70	324	30,03	Grupo 5	Grupo 4	0,40	0,41	27,00	0,00	0,00
169	6,04	613	21,92	1.217	1,58	664	30,88	Grupo 5	Grupo 5	0,50	0,44	24,80	0,00	0,00
23	0,69	192	5,76	7.361	1,19	639	27,43	Grupo 1	Grupo 1	0,56	0,54	0,00	0,00	0,00
1.489	2,69	7.565	13,66	45.912	2,46	12.740	26,47	Grupo 1	Grupo 1	0,44	0,41	19,10	0,00	0,00
63	2,03	395	12,73	3.450	3,36	817	29,00	Grupo 4	Grupo 2	0,46	0,40	8,60	0,00	0,00
70	3,36	409	19,65	818	0,62	606	31,36	Grupo 4	Grupo 5	0,52	0,44	7,30	0,00	0,00
168	12,09	224	16,12	1.687	1,46	424	24,84	Grupo 4	Grupo 4	0,44	0,52	32,60	0,00	35,90
278	3,16	1.325	15,06	6.270	2,43	2.076	28,48	Grupo 4	Grupo 3	0,44	0,37	36,30	0,00	1,30
78	2,14	408	11,20	1.890	1,56	997	29,87	Grupo 5	Grupo 3	0,53	0,48	26,50	0,00	0,00
76	3,51	346	15,98	733	2,65	372	30,83	Grupo 5	Grupo 4	0,56	0,43	0,00	5,40	0,00
252	1,50	1.782	10,59	15.986	4,23	3.762	27,89	Grupo 4	Grupo 3	0,50	0,43	11,30	0,00	0,00
